MÀt t?ch ID (Loπi h◊nh chi ti?t)	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	155	78	101	102	103	104	105	106	107	108	109	110	111	112	113	114	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	30001	30002	30003	30004	30005	30006	30007	30008	30009	30010	30011	30012	30013	30014	30015	30016	30017	30018	30019	30020	30021	30022	30023	30024	30025	30026	30027	30028	30029	30030	30031	30032	30033	30034	30035	30036	30037	30038	30039	30040
T®ng 2 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 3 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 4 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 5 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 6 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 7 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 8 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 9 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 10 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	10	10	10	10	10	50	50	10	200	250	250	800	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 11 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 12 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 13 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
T®ng 14 Æi”m tu luy÷n c«n	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1	3	3	3	3	3	5	5	15	20	25	25	80	80	80	10	10	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	300	10	10	10	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	200	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	200	200	200	10	10	10	10	10	10	10	10	10	200	200	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
