TaskID	NpcID	EventID	NpcKillNum	MapIndex	TaskValueBase	TaskValueExt	TaskContribute	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
20011901	L­u Manh	131	60	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thµnh §« xuÊt hiÖn bän  <color=yellow>L­u manh<color> d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, h·y ®i gi¸o huÊn chóng!	Thµnh §« xuÊt hiÖn bän  <color=yellow>L­u manh<color> d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, h·y ®i gi¸o huÊn chóng!	Thµnh §« xuÊt hiÖn bän  <color=yellow>L­u manh<color> d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, h·y ®i gi¸o huÊn chóng!	L­u Manh
20011902	C«n ®å	132	60	201			6	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thµnh §« xuÊt hiÖn <color=yellow>C«n ®å<color>, d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, ng­¬i th©n lµ ®Ö tö C¸i Bang, cã thÓ cho chóng bµi häc?	Thµnh §« xuÊt hiÖn <color=yellow>C«n ®å<color>, d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, ng­¬i th©n lµ ®Ö tö C¸i Bang, cã thÓ cho chóng bµi häc?	Thµnh §« xuÊt hiÖn <color=yellow>C«n ®å<color>, d¸m quÊy nhiÔu ®Ö tö Ngò §éc gi¸o, ng­¬i th©n lµ ®Ö tö C¸i Bang, cã thÓ cho chóng bµi häc?	C«n ®å
20011903	Sãi x¸m	227	60	209			6	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang, c¸c Tr­ëng l·o míi nu«i mét lo¹i s©u ®éc. H·y ®i b¾t Sãi x¸m vÒ ®Ó ta thö ®éc.	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang, c¸c Tr­ëng l·o míi nu«i mét lo¹i s©u ®éc. H·y ®i b¾t Sãi x¸m vÒ ®Ó ta thö ®éc.	Mét ®¸m <color=yellow>Sãi x¸m<color> xuÊt hiÖn gÇn C¸i Bang, c¸c Tr­ëng l·o míi nu«i mét lo¹i s©u ®éc. H·y ®i b¾t Sãi x¸m vÒ ®Ó ta thö ®éc.	Sãi x¸m
20021901	Heo rõng	134	60	204			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y b¾t chóng vÒ thö ®éc!	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y b¾t chóng vÒ thö ®éc!	<color=yellow>Heo rõng<color> th­êng tÊn c«ng Kh¸ch hµnh h­¬ng lªn ThiÕu L©m, h·y b¾t chóng vÒ thö ®éc!	Heo rõng
20021902	Ong vµng	243	60	202			6	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n hay tÊn c«ng d©n lµng, hay ®i b¾t <color=yellow>§¹i Hoµng Phong<color> vÒ ®©y!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n hay tÊn c«ng d©n lµng, hay ®i b¾t <color=yellow>§¹i Hoµng Phong<color> vÒ ®©y!	<color=yellow>§¹i Hoµng Phong<color> ë H¹nh Hoa th«n hay tÊn c«ng d©n lµng, hay ®i b¾t <color=yellow>§¹i Hoµng Phong<color> vÒ ®©y!	Ong vµng
20021903	Trém vÆt	135	60	209			6	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	§¸m <color=yellow>Trém vÆt<color> h«m qua ®Õn bæn m«n trém mËt tÞch ®ang Èn tr¸nh gÇn C¸i Bang, h·y mau ®Õn ®ã b¾t chóng vÒ ®©y.	Trém vÆt
20031901	Muçi ®éc	137	60	407			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S©u ®éc cña bæn gi¸o rÊt lîi h¹i, ®éc cña <color=yellow>Muçi ®éc<color> ë gÇn ®©y dïng ®Ó phèi hîp víi s©u ®éc, h·y ®i b¾t <color=yellow>Muçi ®éc<color> vÒ ®©y.	S©u ®éc cña bæn gi¸o rÊt lîi h¹i, ®éc cña <color=yellow>Muçi ®éc<color> ë gÇn ®©y dïng ®Ó phèi hîp víi s©u ®éc, h·y ®i b¾t <color=yellow>Muçi ®éc<color> vÒ ®©y.	S©u ®éc cña bæn gi¸o rÊt lîi h¹i, ®éc cña <color=yellow>Muçi ®éc<color> ë gÇn ®©y dïng ®Ó phèi hîp víi s©u ®éc, h·y ®i b¾t <color=yellow>Muçi ®éc<color> vÒ ®©y.	Muçi ®éc
20031902	KiÕm Kh¸ch	206	60	312			6	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö Ngò §éc gi¸o, ý ®å khiÕn bæn m«n vµ ThiÕu L©m bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö Ngò §éc gi¸o, ý ®å khiÕn bæn m«n vµ ThiÕu L©m bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	Th× ra kÎ ®¶ th­¬ng ThiÕu L©m nghªnh kh¸ch t¨ng nh©n lµ mét tªn <color=yellow>KiÕm Kh¸ch<color> gi¶ d¹ng ®Ö tö Ngò §éc gi¸o, ý ®å khiÕn bæn m«n vµ ThiÕu L©m bÊt hßa, b¹n h·y ®Õn ch©n nói Vâ §ang b¾t KiÕm Kh¸ch ®ã vÒ ®©y.	KiÕm Kh¸ch
20031903	Hå Ly	136	60	106			6	0	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<color=yellow>Hå ly<color> ë Long TuyÒn th«n cã linh tÝnh, cã thÓ dïng ®Ó luyÖn ®éc, mau b¾t chóng vÒ ®©y.	<color=yellow>Hå ly<color> ë Long TuyÒn th«n cã linh tÝnh, cã thÓ dïng ®Ó luyÖn ®éc, mau b¾t chóng vÒ ®©y.	<color=yellow>Hå ly<color> ë Long TuyÒn th«n cã linh tÝnh, cã thÓ dïng ®Ó luyÖn ®éc, mau b¾t chóng vÒ ®©y.	Hå Ly
20041901	§ao HiÖp	208	60	312			6	0	0	0	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	Thiªn NhÊt ®ao ph¸p cña <color=yellow>§ao hiÖp<color> d­íi Vâ §ang s¬n cùc kú lîi h¹i, lµ ®ao ph¸p hiÕm cã trong Vâ l©m! H·y ®Õn thØnh gi¸o ®ao ph¸p cña hä!	§ao HiÖp
